sentence
Das Laserschwert ist konfisziert.
Das Leben ist kein Ponyhof.
Das Lessing-Gymnasium besuchen mittlerweile mehr als tausend Schüler.
Das Lied hat sie so sehr berührt, dass sie weinen musste.
Das Lätzchen ist ja komplett vollgesabbert.
Das Magnetfeld wird von supraleitenden Spulen aufrechterhalten.
Das Marmeladenglas ist vakuumverschlossen, deswegen ploppt es so.
Das Messer ist stumpf.
Das Mittelmeer trennt Europa von Afrika.
Das Moderatoren-Duo ist für seine Sticheleien und Seitenhiebe bekannt.
Das Moment berechnet sich als Kreuzprodukt von Radius und Kraft.
Das Mädchen in dem lilanen Kleid heißt Annika.
Das Mädchen verbarg mit den Händen sein Gesicht und schluchzte.
Das Mädel hat Talent.
Das Nummernschild kommt mir bekannt vor.
Das Obst sollte kühl und trocken gelagert werden.
Das Online-Geschäft ist mittlerweile unser stärkstes Zugpferd.
Das Orakel hatte in Gleichnissen gesprochen.
Das Original ist einfach weitaus besser.
Das Paper von Krause et al. wurde bereits vierhundertmal zitiert.
Das Personal freut sich, wenn man es in ihrer Muttersprache begrüßt.
Das Personal ist hier aber wirklich aufdringlich.
Das Prinzip heißt teile und herrsche.
Das Problem ist bekannt, nur über Ausmaß und Relevanz herrscht Uneinigkeit.
Das Problem ist nicht zu bemerken.
Das Problem kann ganz vermieden werden.
Das Produkt ist nach Gewicht abgepackt, nicht nach Volumen.
Das Programm ist zwar kostenlos, aber keine freie Software.
Das Programm kann schalten und walten, wie es will.
Das Programm muss als Administrator ausgeführt werden.
Das Projekt ist im Rahmen einer Kooperation zwischen öffentlichen Hochschulen und privater Wirtschaft entstanden.
Das Publikum fordert lautstark eine Zugabe.
Das Rauchverbot dient auch dem Schutz von Nichtrauchern.
Das Reißverschlussverfahren wird immer noch nicht von allen Autofahrern verstanden.
Das Rote Kreuz kommt zuerst zum Verletzten.
Das Scharnier müsste mal geölt werden.
Das Schiffshebewerk hat sowohl oben als auch unten jeweils eine Schleuse.
Das Sekretariat ist direkt neben dem Haupteingang.
Das Seminar wird stattfinden in Mülheim an der Ruhr.
Das Silo ist fast voll.
Das Spendenziel der Kampagne wurde sogar übertroffen.
Das Stauende liegt hinter einer Kurve.
Das Strategiepapier zum Handelskrieg unterliegt der höchsten Geheimhaltungsstufe.
Das Straßenbild ist von der mit Neonlicht beleuchteten Reklame geprägt.
Das Stück ist rein instrumental.
Das System ist narrensicher.
Das System stand ohnehin kurz vor dem Kollaps.
Das Südpolarmeer umschließt den Kontinent Antarktika.
Das THC ist der bekannteste Wirkstoff im Cannabis.
Das Tauziehen ist zu einem festen Ritual beim Sommerfest geworden.
Das Testergebnis war negativ.
Das Tetraeder in Bottrop steht auf der Halde Beckstraße.
Das Ticket nach Gießen war zu teuer
Das Ticket nach Solingen war zu teuer
Das Tier legte sich auf den Rücken und streckte alle Pfoten von sich.
Das Tor ist mit einem Vorhängeschloss gesichert.
Das Unternehmen hat sich erfolgreich behauptet.
Das Ural-Gebirge gilt als Grenze zwischen Europa und Asien.
Das Urteil ist nicht anfechtbar.
Das Verfahren wird anschaulich, wenn man die Aufgabe als geometrisches Problem auffasst.
Das Verhalten der Geschäftsführerin ist skandalös.
Das Verhältnis der Spannung an Primär- und Sekundärspule lässt sich an der Anzahl der Wicklungen ablesen.
Das Wasser spritzt so schön in alle Richtungen.
Das Wasser wird als Tsunami zurückkommen.
Das Weserstadion ist ausverkauft.
Das Wintersemester geht von Oktober bis März.
Das Xylophon-Solo gefällt mir.
Das ZDF hat seinen Hauptsitz in Mainz.
Das abscheuliche Etwas erinnerte von der Gestalt her an eine Amöbe.
Das alles erschien ihm sehr unseriös.
Das als neuen Arbeitsplatz merken.
Das auf die Einkaufsliste setzen.
Das aus den Samen gepresste Öl ist sehr gesund.
Das bekommen dann aber alle mit.
Das besagt ein altes chinesisches Sprichwort.
Das bezweifle ich.
Das bietet sich in der Fastenzeit doch an.
Das bitte alphabetisch sortieren.
Das bitte zu meiner Lieblingsmusik hinzufügen.
Das braucht man für die Maschine?, fragte ich ungläubig.
Das durchschnittliche Publikum dürfte allerdings kein geschultes Gehör haben.
Das einzelne Tier wirkt dumm, erst als Volk betrachtet erkennt man die Schwarmintelligenz.
Das emittierte Spektrum ist nicht kontinuierlich.
Das erfordert schon einiges an Grips.
Das erklärt auch, warum er einen Strahlenschutzanzug trug.
Das erotische Schälen einer Banane ist in China verboten.
Das erste Aprilwochenende beschert uns bestes Motorradwetter.
Das fetzt.
Das ganze Jahr über interessiert sich niemand dafür, wie es anderen Menschen geht, aber an Weihnachten möchten plötzlich alle etwas spenden.
Das ganze Publikum klatscht mit, leider nicht im Takt.
Das geht alles von deiner Zeit ab.
Das geht alles von eurer Zeit ab!
Das geht auf keine Kuhhaut.
Das geht jeden etwas an.
Das geht sicher noch besser.
Das gibt es nur in Castrop-Rauxel
Das gibt es nur in Hattingen
Das gilt es zu feiern!
Das ging aber gründlich daneben.
Das glaube ich dir aufs Wort.
Das griechische Alphabet hat sie nach zwei Jahren immer noch nicht drauf.
Das habe ich nicht verstanden.
Das habe ich verstanden.
Das haben wir gleich.
Das hat die Kommission so entschieden.
Das hat er ganz prima gemacht.
Das hat schon meine Urgroßmutter gesagt.
Das hatten wir schon.
Das haut mich jetzt nicht vom Hocker.
Das heißt, dass das Dorf umsonst evakuiert wurde.
Das heißt, die Schnittmenge ist die leere Menge.
Das heißt, er hatte zwei Minuten gebraucht, um wach zu werden.
Das hier bestellen.
Das hilft auch beim Einschlafen.
Das hättest du wohl gerne.
Das hättet ihr aber auch früher sagen können!
Das höchste Gebäude der Welt ist der Burj Khalifa in Dubai.
Das hört sich nach einem Schaden im Kugellager an, schätzte Aaron und kratzte sich am Kinn.
Das interessiert mich nicht die Bohne
Das interessiert mich nicht die Bohne.
Das ist Absicht.
Das ist Erpressung.
Das ist Geschmackssache.
Das ist Schnee von gestern.
Das ist Spaghetticode vom Feinsten.
Das ist aber eine Überraschung.
Das ist aber sehr salopp ausgedrückt.
Das ist besser.
Das ist bestimmt nur ein Igel.
Das ist bestimmt nur ein Probealarm.
Das ist bloß Plexiglas.
Das ist bloß eine isotonische Kochsalzlösung, beruhigte der Sanitäter.
Das ist die letzte Warnung.
Das ist die typische Ausrede, um häusliche Gewalt zu verstecken.
Das ist direkt neben dem Hauptbahnhof.
Das ist doch absolut lächerlich!
Das ist doch alles nicht so schlimm.
Das ist doch alles nur ein Missverständnis.
Das ist doch hervorragend!
Das ist doch kein Grund so auszuflippen, erwiderte Olga.
Das ist doch kein Problem.
Das ist doch totaler Schwachsinn.
Das ist echt beeindruckend.
Das ist echt eklig.
Das ist eigentlich ungewöhnlich, denn aus dem REM-Schlaf wacht man vergleichsweise schnell auf.
Das ist ein Hinterhalt.
Das ist ein Molekül aus drei Sauerstoffatomen.
Das ist ein ganz billiger Kartentrick.
Das ist ein klassischer Fall von Gier frisst Hirn.
Das ist ein schlechter Trailer, weil er die gesamte Handlung bereits vorwegnimmt.
Das ist ein typischer Auffahrunfall.
Das ist ein äußerst klischeehaftes Studentenfahrrad.
Das ist eindeutig die Schuld der Eltern.
Das ist eine Binsenweisheit.
Das ist eine Tatsache.
Das ist eine altbekannte Taktik.
Das ist eine echte Dampflok, staunte Pit.
Das ist eine gute Frage, denn sie zeigt, dass Sie mitdenken.
Das ist eine rhetorische Frage, oder?
Das ist eine typische Ausrede von Analphabeten.
Das ist einer meiner besten Männer.
Das ist gemein.
Das ist geschummelt.
Das ist grammatikalisch nicht korrekt.
Das ist halt der Unterschied zwischen Theorie und Praxis.
Das ist ja der springende Punkt.
Das ist ja wieder mal typisch.
Das ist jedoch noch harmlos gegenüber Chantal an der Trompete.
Das ist kein Genuss sondern Kampftrinken!
Das ist kein Vorurteil, sondern Lebenserfahrung.
Das ist kein echtes Vanille, sondern Vanillin.
Das ist meine Lieblingsmusik.
Das ist mir sehr unangenehm.
Das ist mir zu kompliziert.
Das ist mit Sicherheit nicht gut für die Stoßdämpfer.
Das ist natürlich purer Selbstbetrug.
Das ist nicht übertragbar auf unser Problem.
Das ist pure Aussagenlogik.
Das ist reine Kaffeesatzleserei.
Das ist schließlich mein Beruf.
Das ist schon eine beeindruckende Ingenieursleistung.
Das ist schon eine ziemlich dreiste Masche.
Das ist sehr ehrenwert, nickte Benny anerkennend.
Das ist sehr metaphorisch gesprochen.
Das ist sehr nett, aber mein Herz ist leider schon vergeben, bedauerte Simone.
Das ist seine zweite gelbe Karte und damit fliegt er vom Platz.
Das ist so ähnlich wie in Münster
Das ist so ähnlich wie in Wolfsburg
Das ist sonst gar nicht ihre Art.
Das ist unheimlich.
Das ist vielleicht ein Kuddelmuddel hier.
Das ist zwar ein früher Entwurf, aber die Grundidee lässt sich bereits erkennen.
Das junge Alter des Ozeanbodens ergibt sich aus dessen Konvektion.
Das kann ich so nicht bestätigen.
Das kann jedem mal passieren.
Das kann kein Dauerzustand sein, stellte ein Sprecher vor laufenden Kameras klar.
Das kann man nicht verallgemeinern.
Das kann unmöglich dein Ernst sein.
Das kannst du laut sagen.
Das klappt ja super!
Das kommt auf die Brennweite an.
Das kommt dabei heraus, wenn man das so zwischen Tür und Angel erledigt.
Das kommt mir spanisch vor.
Das kommt sehr gelegen.
Das koreanische Alphabet wurde erst im fünfzehnten Jahrhundert erfunden.
Das kostet dann aber extra.
Das können wir auch in Krefeld kaufen
Das können wir auch in Wiesbaden kaufen
Das könnte ich auch.
Das letzte Level ist einfach.
Das liegt daran, dass der Luftdruck in höheren Schichten niedriger ist.
Das lässt sich nicht rückgängig machen.
Das mache ich später.
Das macht dann vier Euro und zweiundfünfzig Cent.
Das macht es umso schlimmer, dass der Fehler bis heute niemandem aufgefallen ist.
Das macht sie einerseits träge, spart andererseits aber Energie.
Das muss an die Öffentlichkeit!
Das muss ich unbedingt Simon zeigen, rief Heike aufgeregt.
Das muss im Zuge der Rettungsaktion passiert sein.
Das muss man doch eleganter ausdrücken können!
Das muss man neidlos anerkennen.
Das muss reichen.
Das muss sich doch automatisieren lassen.
Das musst du aushalten.
Das müssen wir feiern.
Das nachher spielen.
Das nenne ich Ironie des Schicksals.
Das nenne ich einen ausgefuchsten Plan.
Das neue Album ist raus.
Das neue Anti-Terror-Gesetz ist doch nur eine weitere Beschneidung unserer Grundrechte.
Das neue Informatikgebäude wurde nach Konrad Zuse benannt.
Das passende Ersatzteil haben wir leider nicht mehr auf Lager.
Das passiert aber erst bei sehr hohen Temperaturen.
Das passt nicht in die Rubrik.
Das rostige Gestell bröselt schon seit Jahren.
Das sagt meine Nichte auch immer.
Das schwerste Lebewesen der Welt ist ein Pilz.
Das schöne Wetter lädt zu einem Spaziergang ein.
Das sieht mir nach einer typischen Sollbruchstelle aus.
Das sind die Regeln.
Das sind die zu erwartenden Durchhalteparolen.
Das sind doch keine Hunde.
Das sind düstere Aussichten.
Das sind meine Aufzeichnungen.
Das sollten wir bekanntgeben.
Das spart viel Tipparbeit.
Das steht doch alles im Wiki.
Das tiefe Brummen ist charakteristisch für Dieselmotoren.
Das unverbrannte Öl wird als Ruß ausgestoßen.
Das versteht sich ja von selbst, kommentiert Norbert.
Das war der NDR-zwei Verkehrsservice.
Das war doppelt gemoppelt.
Das war ein Befehl und keine Diskussionsgrundlage.
Das war ihr Verständnis von Gerechtigkeit.
Das war ja klar.
Das war noch zu Zeiten von Kaiser Wilhelm.
Das war während ich mein freiwilliges soziales Jahr gemacht habe.
Das weiß man doch nie!
Das weiß niemand so genau.
Das wird noch den ganzen Abend so gehen.
Das wird noch eine Weile dauern.
Das wird sich leider nicht vermeiden lassen.
Das wird teuer!
Das wirft ein schlechtes Licht auf mich.
Das wollte ich schon immer mal loswerden.
Das wäre doch nicht nötig gewesen.
Das wäre wie ein Sechser im Lotto.
Das wäre wirklich ausgezeichnet.
Das zwar nicht, die Kritik ist aber dennoch berechtigt.
Das zweite Produkt erwies sich als ein großer Erfolg.
Das Überqueren der einen Brücke war nur für Bürger der Stadt gestattet.
Das Überqueren dieser Brücke war kostenlos.
Dass der Mond die Gezeiten erzeugt, ist klar.
Dass die Facebook-Präsenz intensiver gepflegt wird als die eigene Website, ist ein Armutszeugnis.
Dass es auch sonst niemand geschafft hatte, war für Alida ein schwacher Trost.
Dass ich das noch erleben darf
Dass ich das noch erleben darf!
Dass sie den Geburtstag ihres Sohnes vergaß, zeigt, wie schlecht es ihr ging.
Davon gehen die nämlich kaputt.
Davon lässt sich hier niemand die Laune vermiesen.
Davon wird die Welt nicht untergehen.
Davon wusste ich noch gar nichts.
Davor ist niemand gefeit.
Dazu liegen noch keine klinischen Studien vor.
Dazu muss die Batterie aber noch genug Spannung zum Zünden liefern.
Dazu wird die rote Bete in Scheiben geschnitten.
Dazu wird sich meine Mandantin nicht äußern.
Dazwischen lässt er ganz kurz locker.
De jure gibt es ein Verbot, das aber de facto nicht umgesetzt wird.
Defekte Leuchtstoffröhren gehören in den Sondermüll, weil sie Quecksilber enthalten.
Dein Cousin hat es im Leben zu was gebracht.
Dein Gesicht machen wir in der Nachbearbeitung unkenntlich.
Dein Kleinwagen bietet im Prinzip alles, was man braucht, ist aber etwas schwach auf der Brust.
Dein Lippenstift färbt ab, beklagte sich Johannes.
Dein Smartphone hat vibriert, als du weg warst.
Dein Timing ist denkbar schlecht.
Dein Weg funktioniert, führt aber von hinten durch die Brust ins Auge.
Dein Zimmer gleicht einem Saustall.
Dein Zimmer ist ein einziges Schlachtfeld.
Dein angebliches Ultraschallgerät ist ohrenbetäubend laut.
Dein ganzer Krempel liegt noch überall rum.
Deine Aufgabe ist es, die Schaulustigen abzulenken.
Deine Bemühungen waren dennoch nicht vergebens.
Deine Rede war der Hammer!
Deine Tricks ziehen bei mir nicht.
Deine systematische Herangehensweise gefällt mir.
Dekoration darf niemals die Funktionalität beeinträchtigen.
Deltachat öffnen.
Dem Kamm fehlten schon einige Zacken.
Dem König, noch beschwipst vom Wein, fiel direkt ein Ausweg ein.
Dem Navi zufolge werden wir um zwanzig Uhr sieben da sein.
Dem Pluto wurde die Rolle als Planet aberkannt.
Dem Schurkenstaat ist es offenbar gelungen, waffenfähiges Plutonium anzureichern.
Dem kann ich nur zustimmen.
Dem werde ich die Hammelbeine lang ziehen!
Dem werde ich ein Angebot machen, das er nicht ablehnen kann.
Dem wollen wir nun ein für alle Mal einen Riegel vorschieben.
Den Aspekt hat man bei der Planung einfach ignoriert.
Den Aufprall hätte sie nie und nimmer überlebt.
Den Aufzug im Brandfall nicht benutzen.
Den Chemietest hat Marcel total verkorkst.
Den Freistoß hat er völlig versemmelt.
Den Haag ist der Regierungssitz der Niederlande.
Den Kerl habe ich gestern an der Bar getroffen.
Den Kindern hat er eine Wasserpistole mitgebracht.
Den Kommentar konnte Lena sich nicht verkneifen.
Den Löwenanteil übernimmt eine gemeinnützige Organisation.
Den Markt dominieren im Wesentlichen zwei Drogerieketten.
Den Namen Rebecca muss ich hier noch einfügen.
Den Placeboeffekt gibt es nicht nur bei Medikamenten.
Den Punkt können wir abhaken.
Den Reisepass sollte man stets griffbereit haben.
Den Rest muss man sich selbst hinzudichten.
Den Sauerstoffgehalt eines Gasgemischs bestimmt man mit Lambda-Sonden.
Den Spruch hatte Janina mit Absicht doppeldeutig formuliert.
Den Traum von den eigenen vier Wänden hat sie noch nicht aufgegeben.
Den Täter zieht es immer zum Tatort.
Den Wecker auf zwölf Uhr stellen.
Den beiden Helden wehte ein bestialischer Gestank entgegen.
Den gesamten Abend lang hast du die Bedienung angestarrt!
Den größten Beitrag zur Masse eines Atoms leistet der Kern.
Den lassen wir nicht vom Haken.
Den osmanischen Bräuchen wohnt ein Zauber inne.
Den wievielten haben wir heute?, wollte Gerrit wissen.
Den über hundert Kameras im Stadion entgeht nichts.
Denk daran, der Wagen hat noch keine Winterreifen drauf.
Denken Sie daran, was wir vereinbart haben.
Denken Sie mit.
Denken Sie noch mal darüber nach, wer wirklich Ihre Zielgruppe ist.
Denken Sie nochmal darüber nach, wer wirklich Ihre Zielgruppe ist.
Denn der Arbeitnehmer ist eigentlich derjenige, der Arbeit gibt.
Dennis hat schon wieder eine Fünf nach Hause gebracht.
Dennis verdient fünfundsiebzig Euro pro verkauftem Gramm.
Dennoch können Schiffe immer noch sinken.
Dennoch sind die Maßnahmen nur ein Tropfen auf den heißen Stein.
Dennoch will man auf diese Errungenschaft nicht verzichten.
Der Abwurf der Blätter im Herbst verhindert Frostschäden im Winter.
Der Abwurfpunkt ist durch ein Rauchsignal markiert.
Der Admin deaktivierte die Feststelltaste und ließ Wolfgang ohne ein Wort zurück.
Der Albtraum eines jeden Autofahrers!
Der Alphakanal kodiert die Opazität der Textur.
Der Alte stopfte sich Tabak in die Pfeife.
Der Amazonas ist der Wasserreichste Fluss der Erde.
Der Anblick auf die schneebedeckte Landschaft war märchenhaft.
Der Anfängerkurs ist mir zu leicht und der Fortgeschrittenenkurs zu anspruchsvoll.
Der Anker-Schlepplift wurde durch einen Vierer-Sessel ersetzt.
Der Anpressdruck ist entscheidend, nicht die Dauer.
Der Arktische Ozean, wird auch als Nordpolarmeer oder nördliches Eismeer bezeichnet.
Der Atem kondensiert an der kalten Winterluft.
Der Atlantische Ozean bedeckt insgesamt etwa ein Fünftel der Erdoberfläche.
Der Atlantische Ozean wird auch Atlantik genannt.
Der Aufsatz enthält viele Zeichenfehler.
Der Auftritt erinnerte eher an den Musikantenstadl.
Der Auftritt von Marissa war phänomenal.
Der Auswahlvorgang sollte interaktiver gestaltet werden, schlägt Saskia vor.
Der Automat nimmt meine Scheine nicht.
Der BMW hat mich geschnitten und ich musste ausweichen.
Der Bauer zog eine Wurzel und erhielt fünf.
Der Beamte griff zum Telefonhörer und wählte eine Nummer.
Der Beat ist geil, aber den Songtext hat wohl ein Zwölfjähriger geschrieben.
Der Becher ist nicht spülmaschinenfest.
Der Befehl ist von Oberst Baumann genehmigt.
Der Befund ist ohne Makel.
Der Behälter für den Biomüll ist unter dem Waschbecken.
Der Behälter könnte unter dem Druck zerbersten.
Der Bericht ist Wasser auf die Mühlen der Atomkraftgegner.
Der Beschluss durch die Mitgliederversammlung ist einstimmig erfolgt.
Der Beschluss wurde mit einer Gegenstimme angenommen.
Der Boden des Ozeans ist oftmals nur wenige Millionen Jahre alt.
Der Boss war bereits vorgewarnt.
Der Bruch lässt sich auf gewöhnliche Materialermüdung zurückführen.
Der Bus fährt nach Heidelberg
Der Bus fährt nach Heilbronn
Der Bäcker verarbeitet das Mehl zusammen mit anderen Zutaten und macht daraus Brot.
Der Bügel lässt sich erst in der Station öffnen.
Der Chef holte sein Diktiergerät aus der Schublade.
Der Chef kündigt die größte Rückrufaktion der Firmengeschichte an.
Der Computer lügt mich an!
Der Computer vergleicht periodisch den Ist-Zustand mit dem Soll-Zustand und steuert gegebenenfalls nach.
Der Countdown läuft.
Der Darm ist das größte Verdauungsorgan des Menschen.
Der Datendurchsatz einer LTE-Verbindung ist normalerweise höher als bei UMTS.
Der Datenschutz ist gewährleistet.
Der Dealer hat das Heroin mit Rattengift gestreckt.
Der Dialog zwischen ihm und der alten Frau war einfach zum Totlachen!
Der Dichter nahm einen Schluck, wurde noch dichter und gab sich einen Ruck.
Der Doktor diagnostizierte eine Blasenentzündung.
Der Dozent hat die Folien noch nicht hochgeladen.
Der Drache rülpste und ließ dabei gelbe Schwefelwolken aus seinem Maul entweichen.
Der Drucker zeigt an, dass die Farbe Magenta nachgefüllt werden muss.
Der Duden beeinhaltet über einhunderttausend Wörter.
Der Duft von Frühling strömte in ihre Nase.
Der Ebola-Patient ist bereits auf der Quarantänestation.
Der Einsatz von Glyphosat ist weiterhin umstritten.
Der Eiter geht auch wieder weg.
Der Energiebedarf der Welt wäre mit erneuerbaren Energien nicht zu decken, wenn der Pro-Kopf-Verbrauch überall so hoch wie in Europa wäre.
Der Erdmond ist der fünftgrößte Mond in unserem Sonnensystem.
Der Erweiterung des Gebäudes wurde von Anfang an geplant.
Der Export nach China ist unser wichtigstes Standbein.
Der Fall ist glasklar.
Der Fall ist klar wie Kloßbrühe.
Der Familienbetrieb wurde zweitausendeins gegründet und ist seitdem stetig gewachsen.
Der Feuerwehrmann warf noch schnell einen prüfenden Blick auf die Druckanzeige, bevor er im Haus verschwand.
Der Filter ist verstopft.
Der Flug wurde annulliert.
Der Flughafen Leipzig/Halle ist so gebaut, dass kleine Flugzeuge notfalls auch auf der Autobahn landen könnten.
Der Flugkapitän schaltete von Autopilot auf manuelle Steuerung.
Der Fluss markiert die Grenze.
Der Fokus liegt dabei auf der Rumpfmuskulatur.
Der Formel-eins-Pilot versuchte nicht aus dem Windschatten auszubrechen.
Der Fotograf machte sich auf nach Schweden, um dort Erlkönige abzulichten.
Der Friedhofsweg wurde jetzt umbenannt nach irgendeinem toten Politiker.
Der Fuchs verfolgt eine ausgefeilte Strategie.
Der Föhnsturm brachte Sand aus der Sahara bis nach Bayern.
Der Führer bläst zum Angriff ins Horn.
Der Garten ist älter als das Haus.
Der General behält in jedem Fall die Entscheidungshoheit.
Der Genuss von Alkohol ist in diesem Gebäude untersagt.
Der Gesetzesentwurf ist eine Mogelpackung.
Der Großvater von Kim ist an Prostatakrebs gestorben.
Der Hacker machte sich an der Konsole zu schaffen.
Der Hafen bietet mit all seinen Lichtern einen einzigartigen Anblick bei Nacht.
Der Halter des Fahrzeugs mit dem Kennzeichen HH-AB-einhundertdreiundzwanzig möchte sich bitte im Sekretariat melden.
Der Hang ist mir zu steil.
Der Hausmeister hat uns gerade noch gefehlt.
Der Hefeteig wird ein paar Stunden brauchen.
Der Herrscher stimmte diesem zu, denn er erkannte das Dilemma im Nu.
Der Himmel verfinsterte sich.
Der Hund ließ sich streicheln.
Der Häftling aus Zelle einhundertzwei wird in eine andere Justizvollzugsanstalt verlegt.
Der Händler hat es wegen des anrüchigen Images schwer.
Der Indische Ozean ist der drittgrößte Ozean der Erde.
Der Ingenieur betrat das Dock und inspizierte den Schaden am Bug.
Der Innenbereich ist durch eine elastische Aufhängung akustisch von der Schale entkoppelt.
Der Junge muss lernen sich zu wehren.
Der Jupiter ist der größte Planet des Sonnensystems.
Der Kampfhund fletschte angriffslustig seine Zähne.
Der Kampfradler besteht auf seine Vorfahrt.
Der Kapuzenpulli schien etwas zu klein zu sein.
Der Kautschuk wird aus Thailand importiert und hier vulkanisiert.
Der Kerl macht einen kognitiv überforderten Eindruck.
Der Kern des Planeten ist pures Gold.
Der Kleine ist noch sehr verspielt.
Der Klempner war schon da, aber er sagt, er könne auch nichts machen.
Der Klettverschluss ist eine Erfindung aus der Raumfahrt.
Der Kobold naschte vom grüngelben Schleim.
Der Konflikt war doch vorprogrammiert.
Der Konzern fürchtet um seine Reputation.
Der Konzern ist gigantisch.
Der Kopf war an den Seiten kahl geschoren, die anderen Haare waren dafür umso länger.
Der Kotflügel wurde nachlackiert, das sieht man an der Lackdicke.
Der Krach ist ja nicht auszuhalten.
Der Kraftstofffilter ist vollkommen verstopft.
Der Krieg wird doch nur wegen des Öls geführt.
Der Kronleuchter ging krachend zu Boden.
Der Kuchen ist lecker.
Der Kunde ist König, und das sollte er sich hin und wieder bewusst machen.
Der Kunde sagt, er habe gar nicht mitbekommen, wie die Speiche gebrochen ist.
Der Kühlschrank ist fast leer.
Der Laden hat montags bis freitags von acht bis achtzehn Uhr geöffnet.
Der Laden ist offen zwischen acht Uhr morgens und acht Uhr abends.
Der Ladenbesitzer lief rot an, weil er merkte, dass er ertappt wurde.
Der Lappen war bereits so ölgetränkt, dass alles, was man damit abwischte, nur noch schmutziger wurde.
Der Laptop von Erik hat Hitzeprobleme.
Der Lehrstuhl sucht noch einen Hiwi, der die Hausaufgaben der Erstis kontrolliert.
Der Link ist nicht in der Beschreibung.
Der Lüfter von deinem Notebook wäre mir zu unruhig.
Der Magnus-Effekt ist die physikalische Grundlage einer Bananenflanke.
Der Mann macht es falsch vor, aber wir warten auf Grün.
Der Markt kann diese Externalitäten momentan nicht repräsentieren.
Der Marktplatz ist das eigentliche Stadtzentrum.
Der Mars wird auch als der „rote Planet“ bezeichnet.
Der Medizinmann stand im Mittelpunkt des Geschehens.
Der Merkur ist der Sonne am nähesten.
Der Monarch grinst in sich hinein: Das Brot ist eures, das Spiel ist mein.
Der Mont Blanc ist der höchste Gipfel der Alpen.
Der Motor ist im Heck verbaut.
Der Motor läuft aber ziemlich mager.
Der Mount Everest ist der höchste Berg im Himalaya, und damit auch der höchste der Welt.
Der Mönch führte uns zur Gruft nahe des Klosters.
Der Müll zieht die Nager an wie das Licht die Motten.
Der Nebel war so dicht, dass Steven seine eigenen Hände kaum noch sehen konnte.
Der Neptun ist der Planet, der am weitesten von der Sonne entfernt ist.
Der Nil gilt traditionell als der längste Fluss der Welt.
Der Nord-Ostsee-Kanal wird stärker befahren als der Panamakanal.
Der Ofen sollte eine Umluftfunktion haben.
Der Pastor erklärt den Kindern, was es mit dem Erntedankfest auf sich hat.
Der Pazifische Ozean grenzt an alle anderen Weltmeere.
Der Pazifische Ozean wird auch Pazifik genannt.
Der Pilgerpfad führt vorbei an einer Grabstätte.
Der Pillendreher ist ein Käfer, der für seine Körpergröße riesige Kugeln hinter sich her rollt.
Der Pilot vollführt dann eine Landung mittels Autorotation.
Der Planet ist mit nacktem Auge nicht sichtbar.
Der Platzwart zieht die Linien nach.
Der Poet proklamierte.
Der Pony ist mir noch zu lang, kritisierte sie.
Der Postbote stürmte herein, rannte so schnell er konnte zum Tresen und stellte ein Paket ab.
Der Poststempel trägt das Datum vom vierten März.
Der Pressesprecher sprach von bedauernswerten Einzelfällen.
Der Priester schritt zum Rednerpult und las Verse aus der Bibel vor.
Der Prophet las seinen Jüngern vor, was auf der Pergamentrolle stand.
Der Präsident will offenbar Härte demonstrieren.
Der Pudel von Sabine ist schlecht erzogen, finde ich.
Der Pulli ist leider eingelaufen.
Der Radweg ist so stark unterwurzelt, dass man darauf nicht mehr fahren mag.
Der Rasen ist so lang, dass man gefühlt alle dreißig Meter den Korb des Rasenmähers leeren muss.
Der Reflex wird vom Rückenmark aus gesteuert.
Der Reformationstag findet in Gedenken an Martin Luther statt.
Der Regen prasselte auf das Zelt und erzeugte eine einzigartige Atmosphäre im Innern.
Der Rennwagen rast auf die Steilkurve zu.
Der Rentner schob ein steinzeitlich anmutendes Vehikel aus seiner Garage.
Der Rhein ist eine der verkehrsreichsten Wasserstraßen der Welt.
Der Röhrenfernseher war damals aber viel schwerer als heutige Flachbildschirme, gab Nicole zu bedenken.
Der Saturn ist durch seine Ringe gut von den anderen Planeten zu unterscheiden.
Der Saunabereich ist textilfreie Zone.
Der Schaden am Stoff kann zügig repariert werden.
Der Schalter hat wohl einen Wackelkontakt.
Der Schlick stellt für unseren Jeep durchaus ein Hindernis dar.
Der Schrank und das Bett müssen noch abgebaut werden.
Der Schritt war lange überfällig.
Der Schwarzwald ist ein wichtiger Touristenmagnet.
Der See ist die ideale Location für ein Picknick.
Der Seemann nahm das Tau in die Hand, um es am Schiffspoller festzumachen.
Der Seifenspender ist fast leer.
Der Seilzug wird über eine Umlenkrolle geführt.
Der Senator erwartet Sie schon in seinem Büro.
Der Sog hinterm Laster kann echt tückisch sein.
Der Sprecher zieht mal wieder über seine Kollegen her.
Der Staatsgast wird mit seiner Nationalhymne empfangen.
Der Stadtplan ist wohl schon zu alt.
Der Stecker vom Toaster steckt nicht.
Der Steinmetz präsentierte uns eine Vielzahl verschiedener Grabsteine.
Der Steuermann lehnt sich über die Reling.
Der Stichtag liegt im Jänner des darauf folgenden Jahres.
Der Strahl wird in kleinste Partikel zerstäubt.
Der Straßenbahnführer bimmelte sich den Weg frei.
Der Tacker müsste in der zweiten Schublade von oben sein.
Der Tankwart sah zottelig aus und hatte deutlich sichtbare Augenringe.
Der Teppich ist voller Läuse.
